stop_id,stop_name,lat,lon,place_id,gmaps_name,rating,user_ratings_total,vicinity
H00162P,Halim,-6.23907,106.878,ChIJez7iZxLzaS4R_t7iFrx7pns,Halim,3.9,253.0,"RT.12/RW.1, Cipinang Besar Selatan, Jatinegara"
H00108P,Landasan Pacu,-6.152181,106.85424,ChIJkzGazpn1aS4RAPdm6lxrdT0,Landasan Pacu,4.1,288.0,"No., Jalan HBR Motik No.101, Kemayoran"
H00140P,Mangga Dua Raya,-6.137611,106.81792,ChIJV0midwD2aS4RI0NMHfoE1S4,Mangga Dua Raya,4.1,226.0,"Jalan Mangga Dua Raya RT.3/RW.4, Pinangsia"
H00117P,Pluit Selatan,-6.125258,106.79971,ChIJDSdnCe4dai4R6BFQpP8KpeI,Pluit Selatan,3.4,226.0,Indonesia
H00184P,Pulo Gadung,-6.183325,106.90885,ChIJF6eVns70aS4RcUF1hC2VAQg,Pulo Gadung 6,3.8,224.0,"Jalan Raya Bekasi No.18, RT.8, Pulo Gadung"
H00193P,Rawa Buaya,-6.153916,106.72619,ChIJ_2rFf_b3aS4RqSMfvMHfzs4,Halte Busway Rawa Buaya,4.0,303.0,"Jalan AA, RW.2, Cengkareng Barat, Cengkareng"
H00194P,Rawa Selatan,-6.173925,106.85809,ChIJx7JVlqz1aS4RJ6EWk-rPj20,Rawa Selatan,3.6,189.0,"JL. Let. Jend. Suprapto, Harapan Mulia, 10610 Jakarta Pusat, Indonesia,, 10640, Indonesia, Cempaka Baru, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta,, Indonesia"
H00195P,Raya Bekasi Pulo Gebang,-6.187604,106.95987,ChIJocIOrKCLaS4RPmLgPlPT3vU,Raya Bekasi Pulo Gebang,,,Indonesia
H00213P,Jaga Jakarta,-6.178287,106.84197,ChIJVfQ5hkr0aS4RdM_3g0_mqq0,Halte Bus Transjakarta Senen,4.2,849.0,"RW.2, Senen"
H00214P,Seskoal,-6.238064,106.77121,ChIJA01QDSDxaS4RGqzLL2oTXoY,Seskoal,4.0,181.0,Indonesia
H00216P,Simprug,-6.233935,106.78647,ChIJFV91dTzxaS4RFYf8o5TOofc,Simprug,4.6,141.0,"RT.5/RW.2, South Grogol"
H00226P,Stasiun Klender,-6.213532,106.89866,ChIJR9_xoKX0aS4RYjqaPSWVbyU,Klender,4.4,903.0,"Jalan Bekasi Timur Raya No.7, RW.1, Jatinegara"
H00271P,Plaza St. Manggarai,-6.210225,106.85099,ChIJmQ6sHHH0aS4R2Kc4sEiEyUc,Manggarai,4.2,6283.0,"H7 Jl. Manggarai Utara, RW.1, Manggarai"
H00229P,Sumur Bor,-6.153046,106.71929,ChIJFemJMPL3aS4RTtAn7Xj0_sc,Sumur Bor,4.0,263.0,"Jalan Sumur Bor No.15 1, RW.2, Cengkareng Barat"
H00233P,Sunter Kelapa Gading,-6.1429,106.89076,ChIJn9lgJF31aS4R1R_XYiq1KoM,Sunter Kelapa Gading 1,3.5,182.0,"JL. Griya Utama, Blok A No 40-41"
H00234P,Swadarma ParagonCorp,-6.23755,106.76065,ChIJPRq9Ht3waS4Rymuz6gwlgwY,Swadarma ParagonCorp,3.6,135.0,Indonesia
H00235P,Taman Kota,-6.157176,106.75789,ChIJf2LAbFL3aS4RWHCRK06hFwo,Halte Taman Kota,4.1,134.0,"Jalan Daan Mogot, Kedaung Kali Angke"
H00241S,Tebet Eco Park Arah Timur,-6.243056,106.85208,ChIJzX8sQbvzaS4RD9eDa51MulA,Tebet Eco Park Arah Timur,4.1,168.0,Indonesia
H00240P,Tanjung Priok,-6.10959,106.88214,ChIJ6cK2OLkfai4RtmVlwrkaamo,Tanjung Priok,1.9,127.0,Indonesia
H00242S,Tebet Eco Park Arah Barat,-6.243338,106.85212,ChIJ62jMarvzaS4RDGrqCFk8-No,Tebet BUMD,4.2,198.0,"RT.3/RW.3, West Tebet"
H00245P,Tegalan,-6.203101,106.85715,ChIJE-J6W2T0aS4Ry-FsM8T5qSE,Tegalan 2,1.0,150.0,Indonesia
H00272P,Timur St. Manggarai,-6.209745,106.85067,ChIJmQ6sHHH0aS4R2Kc4sEiEyUc,Manggarai,4.2,6278.0,"H7 Jl. Manggarai Utara, RW.1, Manggarai"
H00248P,Tipar Cakung,-6.183387,106.92463,ChIJpccMUyWLaS4Rv8hzo7O9qFI,Pupar,3.9,170.0,Indonesia
H00274P,Tosari Lama,-6.198397,106.82313,ChIJkWD7Lx_0aS4RMvd0MP2tIno,Tosari 2,4.7,166.0,Indonesia
H00253P,Ujung Menteng,-6.189222,106.96483,ChIJ9TgCe6GLaS4RTk8dw9hUFEg,Ujung Menteng,,,Indonesia
H00255P,Utan Kayu,-6.192728,106.86457,ChIJDd76e1_0aS4Rq2zofUCF-mU,Utan Kayu,3.8,217.0,"RT.12/RW.5, Utan Kayu Utara, Matraman"
H00256P,Utan Kayu Rawamangun,-6.197515,106.87404,ChIJO4LCA430aS4Rj1rDdKDzPFI,Utan Kayu Rawamangun,4.3,214.0,"RT.10/RW.13, Rawamangun"
H00258P,Velodrome,-6.193468,106.8883,ChIJ0WLqmOr0aS4Rgp-zYiTTxA4,Velodrome,4.4,289.0,"RT.8/RW.5, Rawamangun"
H00259P,Walikota Jakarta Timur,-6.21254,106.94537,ChIJbcELEmGLaS4RvduF8YImHUk,Walikota Jakarta Timur,4.1,343.0,"Blok Sadar 2, Jalan Doktor Sumarno Blok Sadar 2 No.1, Penggilingan, Cakung"
H00285P,Tanah Tinggi,-6.171373,106.852189,ChIJB_9YEbL1aS4Rqqf_I_L1rR0,Tanah Tinggi,4.8,155.0,Indonesia
H00260S,Walikota Jakarta Utara Arah Utara,-6.118842,106.89314,ChIJeRahQukfai4RldJsyXff5zE,Walikota Jakarta Utara,4.1,161.0,Indonesia
H00262P,Warung Jati,-6.262364,106.82977,ChIJGUTT9y3yaS4RcE4_YumK1qE,Warung Jati 1,,,Indonesia
H00208P,Sawah Besar Lama,-6.16041,106.81922,ChIJ3Z1s7d_1aS4RTaeFyfJ7WIE,Sawah Besar,4.8,128.0,Indonesia
H00199P,Sumur Batu,-6.168676,106.87027,ChIJn0xlogb1aS4R3PhLIdIc6qY,Sumur Batu,4.0,215.0,"RT.16/RW.5, Cempaka Baru, Kemayoran"
H00212P,Senen TOYOTA Rangga,-6.178211,106.84251,ChIJVfQ5hkr0aS4RdM_3g0_mqq0,Halte Bus Transjakarta Senen,4.1,791.0,"RW.2, Senen"
H00200P,Roxy,-6.166294,106.79675,ChIJK3m7Y2j2aS4RTFl2na5gmco,Roxy,3.4,328.0,"RT.1/RW.3, Grogol, Grogol petamburan"
H00252P,Pemuda Merdeka,-6.19241,106.90489,ChIJP_bvl8n0aS4RefHgG7b1HA4,Pemuda Merdeka,4.5,202.0,Indonesia
H00230P,Kayu Jati,-6.193267,106.88367,ChIJG_Phbuv0aS4RuHSqdWufElc,Kayu Jati,4.1,164.0,"RT.9/RW.3, Rawamangun"
H00254P,Rawamangun,-6.192931,106.88033,ChIJ_TmJ--z0aS4R_S8-foz_vL8,Rawamangun,4.2,263.0,"Jalan Pemuda RT.13/RW.2, Rawamangun"
H00206P,Salemba,-6.193373,106.84891,ChIJw44GS0L0aS4Rb4ZpqRuHAIw,Salemba,4.2,228.0,"RT.1/RW.3, Paseban"
H00205P,Paseban,-6.196781,106.85102,ChIJgz5qOmj0aS4R4ZI_vfg018o,Paseban,4.1,228.0,"RT.4/RW.5, Paseban, Senen"
H00217P,Kesatrian,-6.208533,106.85929,ChIJS2bAf3z0aS4RiCEWV24EQMg,Kesatrian,4.1,152.0,"RT.4/RW.3, Palmeriam"
H00196P,Trikora,-6.301956,106.86803,ChIJXxrz2H7taS4RQESnMt9kVGo,Trikora,3.8,301.0,"Jalan Raya Bogor, Rambutan, Ciracas, Kota Jakarta Timur"
H00210S,Tanjung Duren Arah Barat,-6.175587,106.79223,ChIJPWdcvl_2aS4R008j9_Aokp0,Tanjung Duren Arah Barat,3.6,303.0,"West Jakarta, RT.12/RW.1, Tomang"
H00211S,Tanjung Duren Arah Timur,-6.175799,106.79308,ChIJY2x-t1_2aS4RawtC9BHYduc,Tanjung Duren Arah Timur,3.3,196.0,Indonesia
H00250P,Tomang Raya,-6.176875,106.80037,ChIJL6FiAWL2aS4R_92yDr_fIcA,Tomang Raya,4.3,197.0,"Jalan Tomang Raya RT.5/RW.1, Jatipulo"
H00201P,Tarakan,-6.171146,106.81011,ChIJTdMBjnv2aS4RqfP7_0EkTVA,Tarakan,3.6,305.0,"RT.11/RW.4, Cideng, Gambir"
H00218S,Gerbang Pemuda Arah Barat,-6.213906,106.80841,ChIJw1IxyK32aS4RF8htFXDNva4,Gerbang Pemuda Arah Barat,3.5,191.0,Indonesia
H00219S,Gerbang Pemuda Arah Timur,-6.214145,106.809,ChIJq6otS6z2aS4Ri90OOQD5lSI,Gerbang Pemuda Arah Timur,3.0,128.0,Indonesia
H00036C,Petamburan,-6.20203,106.79989,ChIJw5mpp772aS4RWDuDRFj6p2I,Petamburan,4.1,362.0,Tanah Abang
H00273P,Jakarta International Stadium,-6.126689,106.85587,ChIJH8jnqy8eai4RS4iteGG7iLQ,Jakarta International Stadium,4.2,189.0,Indonesia
H00263P,Kodamar,-6.162043,106.88169,ChIJx2lc3hD1aS4RIqW7xndrcQU,Kodamar,4.1,195.0,Jalan Yos Sudarso
H00222P,Sunter Utara,-6.139776,106.8592,ChIJCQPaAYT1aS4RxG98ARRvWqs,Sunter Utara,3.9,208.0,"Jalan Danau Sunter Utara, Sunter Agung"
H00246P,Tegal Mampang,-6.240213,106.83102,ChIJTcoxIMPzaS4RQls0SAuucYE,Tegal Mampang,4.1,219.0,Indonesia
H00249P,Pasar Santa,-6.239207,106.80777,ChIJ2-eJ7GfxaS4RGTjC2hwzhfA,Pasar Santa,4.3,227.0,"South Jakarta, Petogogan"
H00037C,Flyover Jatinegara,-6.215139,106.874152,ChIJs9FpgYL0aS4R0x95_7LjCzk,Flyover Jatinegara,3.0,184.0,Indonesia
H00042P,Danau Agung,-6.146869,106.85805,ChIJESLHc5v1aS4R-JpCrgZZvZw,Danau Agung,4.0,186.0,"RW.10, Sunter Agung"
H00227P,Stasiun Tebet,-6.225503,106.85814,ChIJA1bCu4TzaS4R2VCHwamf9SA,Stasiun Tebet,3.9,139.0,Indonesia
H00062S,Ciliwung Arah Barat,-6.243292,106.86359,ChIJg26qFKfzaS4RnH392ynKAv4,Ciliwung Arah Barat,4.3,210.0,Indonesia
H00027C,Semanggi,-6.22111,106.81354,ChIJnSclQlTxaS4RjwvoJCNZAs4,Semanggi,3.9,155.0,Indonesia
H00010P,Bendungan Hilir,-6.217137,106.81528,ChIJNc_a0Kr2aS4R5vUpL_YkJ8o,Bendungan Hilir,3.9,265.0,"RT.14/RW.1, Bendungan Hilir"
H00129P,Flyover Pramuka,-6.19891,106.8545,ChIJ5fAfOmb0aS4RlOxyusKjyJc,Flyover Pramuka,4.0,194.0,"RT.1/RW.1, Palmeriam"
H00128P,Matraman,-6.19998,106.85443,ChIJU790FGb0aS4RDUdZyWOSQ8g,Matraman,4.1,223.0,Indonesia
H00056P,Flyover Raya Bogor,-6.3065,106.8657,ChIJZ8sKcnjtaS4RtZz2EXcu4dA,Flyover Raya Bogor,3.6,168.0,Indonesia
H00172P,PGC,-6.2619,106.8657,ChIJG5_AtPjyaS4RBiE-aNA2PTU,PGC,3.8,326.0,Cililitan
H00087P,Jembatan Gantung,-6.155513,106.74946,ChIJzerfscH3aS4Rf07t8FaC3H8,Jembatan Gantung,3.9,270.0,"RT.1/RW.4, Kedaung Kali Angke, Cengkareng"
H00092P,Juanda,-6.168048,106.83089,ChIJA-fWyM_1aS4RsjrpUIntdJE,Juanda,4.2,157.0,Indonesia
H00104P,Matraman Baru,-6.21288,106.86115,ChIJhVyj5H70aS4R0hZY5AjIumM,Matraman Baru,3.8,288.0,"RT.1/RW.6, Bali Mester, Jatinegara"
H00126P,Manggarai,-6.20888,106.84739,ChIJA9kngHH0aS4RZMZe_OL_LME,Manggarai,3.8,256.0,"Jalan Tambak, Indonesia|Jl. Sultan Agung Manggarai Tebet Jakarta Selatan DKI Jakarta, Indonesia"
H00207P,MH Thamrin,-6.188149,106.82299,ChIJU6mHbSb0aS4RbOBahXg4kpQ,MH Thamrin,4.5,193.0,Indonesia
H00251P,Tosari,-6.196892,106.82309,ChIJ5Wj2MB_0aS4RwKRwAswIGp8,Tosari,4.2,520.0,"RT.1/RW.6, Menteng"
H00257P,Velbak,-6.239433,106.78552,ChIJv32uPRbxaS4ReOMvxh7Gzzk,Velbak,4.2,239.0,"RT.12/RW.2, Gunung"
H00133P,Taman Sari,-6.1493,106.81669,ChIJ-VWsyAn2aS4Rvs-YFqTJ6jg,Taman Sari,3.7,189.0,"Kota Tua, RT.4/RW.6, Mangga Besar"
H00181P,Simpang Pramuka,-6.192192,106.87401,ChIJx9rtUvL0aS4RiitPsmXSULo,Simpang Pramuka,4.0,238.0,"RT.14/RW.8, Rawasari"
H00148P,Bali Mester,-6.215744,106.86632,ChIJIwD8HoD0aS4R8ohf-Pdi_-k,Bali Mester,4.2,289.0,"Jalan Jatinegara Timur, Bali Mester"
H00221P,Jati Barat,-6.290967,106.82365,ChIJRYWcgQPyaS4R8v9p-ZDHMlM,Jati Barat,3.9,257.0,"Jalan Warung Jati Barat No.37, Jati Padang"
H00171P,Cililitan,-6.262494,106.86635,ChIJD3t4t_jyaS4RYAQaR4WHww0,Cililitan,4.1,531.0,Cililitan
H00064S,Cikoko Arah Barat,-6.243359,106.85815,ChIJGwWOO6TzaS4Rkk16XQNono0,Cikoko Arah Barat,4.0,211.0,Indonesia
H00063S,Cikoko Arah Timur,-6.243028,106.85814,ChIJzzg0BqTzaS4RnbNFapMNxo4,Cawang,4.2,1692.0,"Jalan Tebet Timur Raya No.55, Tebet Timur"
H00113P,Simpang Kuningan,-6.23725,106.82794,ChIJxxQZi-fzaS4RruW0s5unHB4,Simpang Kuningan,3.9,258.0,Indonesia
H00120S,Widya Chandra Telkomsel Arah Timur,-6.226549,106.8174,ChIJLQOF3VfxaS4RNxJs4ErRsgw,Widya Chandra Telkomsel,3.5,176.0,Indonesia
H00137S,Widya Chandra Telkomsel Arah Barat,-6.227392,106.81763,ChIJx38p_FfxaS4RZejwBv99hpg,Widya Chandra Telkomsel,4.1,159.0,Indonesia
H00225P,Stasiun Jatinegara,-6.215601,106.86805,ChIJ80pw5oH0aS4R7h7h_KgL8RQ,Stasiun Jatinegara,3.9,224.0,"Jalan Raya Bekasi Barat, Pisangan Baru, Matraman"
H00232P,Sunter Karya,-6.137625,106.87081,ChIJ7ZN6nX71aS4RBGNRI8KveEQ,Sunter Karya,3.9,210.0,"Jalan Danau Sunter Utara, RT.8/RW.15, Sunter Agung, Tanjung Priok"
H00281P,Mangga Besar,-6.15325,106.817536,ChIJyyxseQr2aS4RUQKZI2JNWa8,Mangga Besar,3.6,174.0,Indonesia
H00280P,Sawah Besar,-6.157368,106.818661,,,,,
H00278P,Harmoni,-6.162687,106.81992,ChIJwW9Y6Nj1aS4RRYmxyYdoR_A,Harmoni,3.6,211.0,Indonesia
H00043P,Kuningan,-6.228794,106.833205,ChIJ0y7MSO7zaS4RJQKWd-Ndl5g,Kuningan,3.2,122.0,Indonesia
H00215P,Setiabudi,-6.209189,106.830237,ChIJS7ISgw_0aS4RJsFc28flHqA,Setiabudi,3.7,181.0,Indonesia
H00276P,Cawang,-6.245863,106.871143,ChIJ-VheUg_zaS4RsBqsynHkPKc,Cawang,4.6,205.0,Indonesia
H00154P,Patra Kuningan,-6.232677,106.832087,ChIJXYz_wOjzaS4R53mPDwcdErU,Patra Kuningan,3.8,210.0,Indonesia
H00283P,Galunggung,-6.204399,106.823381,ChIJC6Difhz0aS4RNtgkuH9R-do,Galunggung,3.5,288.0,Indonesia
H00239S,Tanah Merdeka Arah Timur,-6.307866,106.87389,ChIJz1SdgHDtaS4RFyOmECjgptg,Tanah Merdeka Arah Timur,4.8,114.0,Indonesia
H00238S,Tanah Merdeka Arah Barat,-6.308216,106.87393,ChIJ27ZnfXDtaS4RlyR3VermGgE,Tanah Merdeka Arah Barat,4.9,129.0,Indonesia
H00156P,Pedati Prumpung,-6.22016,106.87439,ChIJWYqOhXzzaS4RBNNplqz7Qrw,Pedati Prumpung,4.4,207.0,Indonesia
H00231P,Sunter Boulevard Barat,-6.14965,106.889,ChIJmTSh4kH1aS4Rq6mucIr6VDQ,Sunter Boulevard Barat 1,3.8,189.0,Indonesia
H00261S,Walikota Jakarta Utara Arah Selatan,-6.118845,106.89347,ChIJLeiEROkfai4RtfWzAgyc3No,Walikota Jakarta Utara Arah Selatan,2.8,165.0,Indonesia
H00175P,Plumpang,-6.12848,106.8937,ChIJ-8BkTOEfai4RMime-xOBPxg,Plumpang,4.1,159.0,Indonesia
H00047P,Dukuh Atas,-6.205702,106.82223,ChIJpz-Z6xz0aS4R__ky766svwY,Dukuh Atas,4.2,152.0,Indonesia
H00168P,Flyover Pondok Kopi,-6.216689,106.93054,ChIJifP-wZ6MaS4ReQGIrUwGmHA,Flyover Pondok Kopi,4.0,250.0,"Jalan Penggilingan, Penggilingan"
H00163P,Penggilingan,-6.214132,106.93961,ChIJESRNOp6MaS4Rbq61me6ogVo,Penggilingan 2,4.9,160.0,Indonesia
H00110P,Kota Harapan Indah 1,-6.193598,106.97335,ChIJa9QuupeLaS4R2fxwG0bNRJQ,Kota Harapan Indah 1,4.0,241.0,Jalan Raya Bekasi
H00111P,Kota Harapan Indah 2,-6.193912,106.97356,ChIJB95UpZeLaS4RjWCIPweGxV0,Kota Harapan Indah 2,2.8,171.0,Indonesia
H00151P,Pasar Modern Harapan Indah,-6.168544,106.97431,ChIJ9TjrUkyKaS4Rej99DcCiHlA,Pasar Modern Harapan Indah,4.2,166.0,Indonesia
H00284P,Transera Harapan Indah,-6.152257,106.975764,ChIJZzklFUKKaS4RXgP1Q0X5Zsc,Transera Harapan Indah,4.9,102.0,Indonesia
H00236P,Tanah Apit,-6.182793,106.97608,ChIJ-Qh9FrqLaS4R_D5N5ZZoXLA,Tanah Apit,3.5,121.0,"Jalan Harapan Indah Raya, Medan Satria"
H00286P,Danau Sunter,-6.14121,106.85699,ChIJ69liRoT1aS4RsiTwS987e28,Danau Sunter,2.8,146.0,Indonesia
H00009P,Bekasi Barat,-6.250045,106.99167,ChIJfUNrqjOMaS4REKudTiCxfdA,Bekasi Barat,1.0,173.0,Indonesia
H00287P,Jembatan Item,-6.13098,106.85515,ChIJbfRx6Sgeai4RL3pd3qdQUMs,Jembatan Item,4.1,189.0,Indonesia
H00288P,Kemayoran,-6.15889,106.85151,ChIJUdY967z1aS4RJ72gZMQeolQ,Kemayoran,4.0,156.0,Indonesia
H00228P,Summarecon Bekasi,-6.225566,107.00281,ChIJUfbGhhyMaS4RrfPXzPDfKXY,Summarecon Bekasi,4.2,271.0,Marga Mulya
H00247P,Terminal Bekasi,-6.249502,107.01339,ChIJcQ18sHGOaS4RneN4Atb_qK0,Terminal Bekasi,3.9,1055.0,Jalan Insinyur Haji Juanda
H00131P,Monumen Nasional,-6.176248,106.82286,ChIJUd5FstT1aS4RFsoja4PVbHY,Monumen Nasional,4.4,1009.0,Indonesia
H00016P,BTC,-6.258292,107.02069,ChIJec797WSOaS4R2j1VGxi8EU8,BTC,3.9,135.0,Indonesia
H00020P,Bulak Kapal 2,-6.251121,107.02366,ChIJ6ytH8YmOaS4R0_QfxJ97gxY,Bulak Kapal 3,3.7,186.0,Indonesia
H00019P,Bulak Kapal 1,-6.250708,107.02395,ChIJ6ytH8YmOaS4R0_QfxJ97gxY,Bulak Kapal 3,3.6,143.0,Indonesia
H00090P,JIEXPO Kemayoran,-6.144845,106.848645,ChIJz_QUH471aS4R9obqykzl01c,JIEXPO Kemayoran,4.3,325.0,"North Jakarta, Pademangan Timur"
H00119S,Denpasar Arah Barat,-6.233551,106.82208,ChIJ36R6auHzaS4RY50k6pki9eY,Denpasar Arah Barat,4.3,167.0,Indonesia
H00159P,Pelabuhan Tanjung Priok,-6.104003,106.880535,ChIJ44sqO7sfai4RJUGK1maAHgA,Pelabuhan Tanjung Priok,3.5,199.0,Indonesia
H00143P,Pasar Cakung,-6.182474,106.935491,ChIJYVE1ryKLaS4RZlgrM8FtRJk,Pasar Cakung,,,Indonesia
