trip_id,arrival_time,departure_time,stop_id,stop_sequence
KRL00117,04:47:30,04:48:00,UPM,9
KRL00117,04:49:30,04:50:00,LTA,10
KRL00117,04:51:30,04:52:00,TJB,11
KRL00117,04:53:30,04:54:00,PSMB,12
KRL00117,04:55:30,04:56:00,PSM,13
KRL00117,04:59:00,04:59:30,CAW,14
KRL00117,05:01:30,05:02:00,TBT,15
KRL00117,05:03:30,05:04:00,MRI,16
KRL00117,05:06:00,05:06:30,CKN,17
KRL00117,05:08:30,05:09:00,GDG,18
KRL00117,05:11:00,05:11:30,JUD,19
KRL00117,05:13:00,05:13:30,SWB,20
KRL00117,05:15:00,05:15:30,MGB,21
KRL00117,05:17:00,05:17:30,JAY,22
KRL00117,05:19:00,05:19:30,JKT,23
KRL00118,04:40:00,04:40:30,BGR,1
KRL00118,04:42:30,04:43:00,CLB,2
KRL00118,04:44:30,04:45:00,BJG,3
KRL00118,04:46:30,04:47:00,CTY,4
KRL00118,04:48:30,04:49:00,DPK,5
KRL00118,04:50:30,04:51:00,DPB,6
KRL00118,04:52:30,04:53:00,PCN,7
KRL00118,04:55:00,04:55:30,UI,8
KRL00118,04:57:30,04:58:00,UPM,9
KRL00118,04:59:30,05:00:00,LTA,10
KRL00118,05:01:30,05:02:00,TJB,11
KRL00118,05:03:30,05:04:00,PSMB,12
KRL00118,05:05:30,05:06:00,PSM,13
KRL00118,05:09:00,05:09:30,CAW,14
KRL00118,05:11:30,05:12:00,TBT,15
KRL00118,05:13:30,05:14:00,MRI,16
KRL00118,05:16:00,05:16:30,CKN,17
KRL00118,05:18:30,05:19:00,GDG,18
KRL00118,05:21:00,05:21:30,JUD,19
KRL00118,05:23:00,05:23:30,SWB,20
KRL00118,05:25:00,05:25:30,MGB,21
KRL00118,05:27:00,05:27:30,JAY,22
KRL00118,05:29:00,05:29:30,JKT,23
KRL00119,04:50:00,04:50:30,BGR,1
KRL00119,04:52:30,04:53:00,CLB,2
KRL00119,04:54:30,04:55:00,BJG,3
KRL00119,04:56:30,04:57:00,CTY,4
KRL00119,04:58:30,04:59:00,DPK,5
KRL00119,05:00:30,05:01:00,DPB,6
KRL00119,05:02:30,05:03:00,PCN,7
KRL00119,05:05:00,05:05:30,UI,8
KRL00119,05:07:30,05:08:00,UPM,9
KRL00119,05:09:30,05:10:00,LTA,10
KRL00119,05:11:30,05:12:00,TJB,11
KRL00119,05:13:30,05:14:00,PSMB,12
KRL00119,05:15:30,05:16:00,PSM,13
KRL00119,05:19:00,05:19:30,CAW,14
KRL00119,05:21:30,05:22:00,TBT,15
KRL00119,05:23:30,05:24:00,MRI,16
KRL00119,05:26:00,05:26:30,CKN,17
KRL00119,05:28:30,05:29:00,GDG,18
KRL00119,05:31:00,05:31:30,JUD,19
KRL00119,05:33:00,05:33:30,SWB,20
KRL00119,05:35:00,05:35:30,MGB,21
KRL00119,05:37:00,05:37:30,JAY,22
KRL00119,05:39:00,05:39:30,JKT,23
KRL00120,05:00:00,05:00:30,BGR,1
KRL00120,05:02:30,05:03:00,CLB,2
KRL00120,05:04:30,05:05:00,BJG,3
KRL00120,05:06:30,05:07:00,CTY,4
KRL00120,05:08:30,05:09:00,DPK,5
KRL00120,05:10:30,05:11:00,DPB,6
KRL00120,05:12:30,05:13:00,PCN,7
KRL00120,05:15:00,05:15:30,UI,8
KRL00120,05:17:30,05:18:00,UPM,9
KRL00120,05:19:30,05:20:00,LTA,10
KRL00120,05:21:30,05:22:00,TJB,11
KRL00120,05:23:30,05:24:00,PSMB,12
KRL00120,05:25:30,05:26:00,PSM,13
KRL00120,05:29:00,05:29:30,CAW,14
KRL00120,05:31:30,05:32:00,TBT,15
KRL00120,05:33:30,05:34:00,MRI,16
KRL00120,05:36:00,05:36:30,CKN,17
KRL00120,05:38:30,05:39:00,GDG,18
KRL00120,05:41:00,05:41:30,JUD,19
KRL00120,05:43:00,05:43:30,SWB,20
KRL00120,05:45:00,05:45:30,MGB,21
KRL00120,05:47:00,05:47:30,JAY,22
KRL00120,05:49:00,05:49:30,JKT,23
KRL00121,05:10:00,05:10:30,BGR,1
KRL00121,05:12:30,05:13:00,CLB,2
KRL00121,05:14:30,05:15:00,BJG,3
KRL00121,05:16:30,05:17:00,CTY,4
KRL00121,05:18:30,05:19:00,DPK,5
KRL00121,05:20:30,05:21:00,DPB,6
KRL00121,05:22:30,05:23:00,PCN,7
KRL00121,05:25:00,05:25:30,UI,8
KRL00121,05:27:30,05:28:00,UPM,9
KRL00121,05:29:30,05:30:00,LTA,10
KRL00121,05:31:30,05:32:00,TJB,11
KRL00121,05:33:30,05:34:00,PSMB,12
KRL00121,05:35:30,05:36:00,PSM,13
KRL00121,05:39:00,05:39:30,CAW,14
KRL00121,05:41:30,05:42:00,TBT,15
KRL00121,05:43:30,05:44:00,MRI,16
KRL00121,05:46:00,05:46:30,CKN,17
KRL00121,05:48:30,05:49:00,GDG,18
KRL00121,05:51:00,05:51:30,JUD,19
KRL00121,05:53:00,05:53:30,SWB,20
KRL00121,05:55:00,05:55:30,MGB,21
KRL00121,05:57:00,05:57:30,JAY,22
KRL00121,05:59:00,05:59:30,JKT,23
KRL00122,05:20:00,05:20:30,BGR,1
KRL00122,05:22:30,05:23:00,CLB,2
KRL00122,05:24:30,05:25:00,BJG,3
KRL00122,05:26:30,05:27:00,CTY,4
KRL00122,05:28:30,05:29:00,DPK,5
KRL00122,05:30:30,05:31:00,DPB,6
KRL00122,05:32:30,05:33:00,PCN,7
KRL00122,05:35:00,05:35:30,UI,8
KRL00122,05:37:30,05:38:00,UPM,9
KRL00122,05:39:30,05:40:00,LTA,10
KRL00122,05:41:30,05:42:00,TJB,11
KRL00122,05:43:30,05:44:00,PSMB,12
KRL00122,05:45:30,05:46:00,PSM,13
KRL00122,05:49:00,05:49:30,CAW,14
KRL00122,05:51:30,05:52:00,TBT,15
KRL00122,05:53:30,05:54:00,MRI,16
KRL00122,05:56:00,05:56:30,CKN,17
KRL00122,05:58:30,05:59:00,GDG,18
KRL00122,06:01:00,06:01:30,JUD,19
KRL00122,06:03:00,06:03:30,SWB,20
KRL00122,06:05:00,06:05:30,MGB,21
KRL00122,06:07:00,06:07:30,JAY,22
KRL00122,06:09:00,06:09:30,JKT,23
KRL00123,05:30:00,05:30:30,BGR,1
KRL00123,05:32:30,05:33:00,CLB,2
KRL00123,05:34:30,05:35:00,BJG,3
KRL00123,05:36:30,05:37:00,CTY,4
KRL00123,05:38:30,05:39:00,DPK,5
KRL00123,05:40:30,05:41:00,DPB,6
KRL00123,05:42:30,05:43:00,PCN,7
KRL00123,05:45:00,05:45:30,UI,8
KRL00123,05:47:30,05:48:00,UPM,9
KRL00123,05:49:30,05:50:00,LTA,10
KRL00123,05:51:30,05:52:00,TJB,11
KRL00123,05:53:30,05:54:00,PSMB,12
KRL00123,05:55:30,05:56:00,PSM,13
KRL00123,05:59:00,05:59:30,CAW,14
KRL00123,06:01:30,06:02:00,TBT,15
KRL00123,06:03:30,06:04:00,MRI,16
KRL00123,06:06:00,06:06:30,CKN,17
KRL00123,06:08:30,06:09:00,GDG,18
KRL00123,06:11:00,06:11:30,JUD,19
KRL00123,06:13:00,06:13:30,SWB,20
KRL00123,06:15:00,06:15:30,MGB,21
KRL00123,06:17:00,06:17:30,JAY,22
KRL00123,06:19:00,06:19:30,JKT,23
KRL00124,05:40:00,05:40:30,BGR,1
KRL00124,05:42:30,05:43:00,CLB,2
KRL00124,05:44:30,05:45:00,BJG,3
KRL00124,05:46:30,05:47:00,CTY,4
KRL00124,05:48:30,05:49:00,DPK,5
KRL00124,05:50:30,05:51:00,DPB,6
KRL00124,05:52:30,05:53:00,PCN,7
KRL00124,05:55:00,05:55:30,UI,8
KRL00124,05:57:30,05:58:00,UPM,9
KRL00124,05:59:30,06:00:00,LTA,10
KRL00124,06:01:30,06:02:00,TJB,11
KRL00124,06:03:30,06:04:00,PSMB,12
KRL00124,06:05:30,06:06:00,PSM,13
KRL00124,06:09:00,06:09:30,CAW,14
KRL00124,06:11:30,06:12:00,TBT,15
KRL00124,06:13:30,06:14:00,MRI,16
KRL00124,06:16:00,06:16:30,CKN,17
KRL00124,06:18:30,06:19:00,GDG,18
KRL00124,06:21:00,06:21:30,JUD,19
KRL00124,06:23:00,06:23:30,SWB,20
KRL00124,06:25:00,06:25:30,MGB,21
KRL00124,06:27:00,06:27:30,JAY,22
KRL00124,06:29:00,06:29:30,JKT,23
KRL00125,05:50:00,05:50:30,BGR,1
KRL00125,05:52:30,05:53:00,CLB,2
KRL00125,05:54:30,05:55:00,BJG,3
KRL00125,05:56:30,05:57:00,CTY,4
KRL00125,05:58:30,05:59:00,DPK,5
KRL00125,06:00:30,06:01:00,DPB,6
KRL00125,06:02:30,06:03:00,PCN,7
KRL00125,06:05:00,06:05:30,UI,8
KRL00125,06:07:30,06:08:00,UPM,9
KRL00125,06:09:30,06:10:00,LTA,10
KRL00125,06:11:30,06:12:00,TJB,11
KRL00125,06:13:30,06:14:00,PSMB,12
KRL00125,06:15:30,06:16:00,PSM,13
KRL00125,06:19:00,06:19:30,CAW,14
KRL00125,06:21:30,06:22:00,TBT,15
KRL00125,06:23:30,06:24:00,MRI,16
KRL00125,06:26:00,06:26:30,CKN,17
KRL00125,06:28:30,06:29:00,GDG,18
KRL00125,06:31:00,06:31:30,JUD,19
KRL00125,06:33:00,06:33:30,SWB,20
KRL00125,06:35:00,06:35:30,MGB,21
KRL00125,06:37:00,06:37:30,JAY,22
KRL00125,06:39:00,06:39:30,JKT,23
KRL00126,06:00:00,06:00:30,BGR,1
KRL00126,06:02:30,06:03:00,CLB,2
KRL00126,06:04:30,06:05:00,BJG,3
KRL00126,06:06:30,06:07:00,CTY,4
KRL00126,06:08:30,06:09:00,DPK,5
KRL00126,06:10:30,06:11:00,DPB,6
KRL00126,06:12:30,06:13:00,PCN,7
KRL00126,06:15:00,06:15:30,UI,8
KRL00126,06:17:30,06:18:00,UPM,9
KRL00126,06:19:30,06:20:00,LTA,10
KRL00126,06:21:30,06:22:00,TJB,11
KRL00126,06:23:30,06:24:00,PSMB,12
KRL00126,06:25:30,06:26:00,PSM,13
KRL00126,06:29:00,06:29:30,CAW,14
KRL00126,06:31:30,06:32:00,TBT,15
KRL00126,06:33:30,06:34:00,MRI,16
KRL00126,06:36:00,06:36:30,CKN,17
KRL00126,06:38:30,06:39:00,GDG,18
KRL00126,06:41:00,06:41:30,JUD,19
KRL00126,06:43:00,06:43:30,SWB,20
KRL00126,06:45:00,06:45:30,MGB,21
KRL00126,06:47:00,06:47:30,JAY,22
KRL00126,06:49:00,06:49:30,JKT,23
KRL00127,06:10:00,06:10:30,BGR,1
KRL00127,06:12:30,06:13:00,CLB,2
KRL00127,06:14:30,06:15:00,BJG,3
KRL00127,06:16:30,06:17:00,CTY,4
KRL00127,06:18:30,06:19:00,DPK,5
KRL00127,06:20:30,06:21:00,DPB,6
KRL00127,06:22:30,06:23:00,PCN,7
KRL00127,06:25:00,06:25:30,UI,8
KRL00127,06:27:30,06:28:00,UPM,9
KRL00127,06:29:30,06:30:00,LTA,10
KRL00127,06:31:30,06:32:00,TJB,11
KRL00127,06:33:30,06:34:00,PSMB,12
KRL00127,06:35:30,06:36:00,PSM,13
KRL00127,06:39:00,06:39:30,CAW,14
KRL00127,06:41:30,06:42:00,TBT,15
KRL00127,06:43:30,06:44:00,MRI,16
KRL00127,06:46:00,06:46:30,CKN,17
KRL00127,06:48:30,06:49:00,GDG,18
KRL00127,06:51:00,06:51:30,JUD,19
KRL00127,06:53:00,06:53:30,SWB,20
KRL00127,06:55:00,06:55:30,MGB,21
KRL00127,06:57:00,06:57:30,JAY,22
KRL00127,06:59:00,06:59:30,JKT,23
KRL00128,06:20:00,06:20:30,BGR,1
KRL00128,06:22:30,06:23:00,CLB,2
KRL00128,06:24:30,06:25:00,BJG,3
KRL00128,06:26:30,06:27:00,CTY,4
KRL00128,06:28:30,06:29:00,DPK,5
KRL00128,06:30:30,06:31:00,DPB,6
KRL00128,06:32:30,06:33:00,PCN,7
KRL00128,06:35:00,06:35:30,UI,8
KRL00128,06:37:30,06:38:00,UPM,9
KRL00128,06:39:30,06:40:00,LTA,10
KRL00128,06:41:30,06:42:00,TJB,11
KRL00128,06:43:30,06:44:00,PSMB,12
KRL00128,06:45:30,06:46:00,PSM,13
KRL00128,06:49:00,06:49:30,CAW,14
KRL00128,06:51:30,06:52:00,TBT,15
KRL00128,06:53:30,06:54:00,MRI,16
KRL00128,06:56:00,06:56:30,CKN,17
KRL00128,06:58:30,06:59:00,GDG,18
KRL00128,07:01:00,07:01:30,JUD,19
KRL00128,07:03:00,07:03:30,SWB,20
KRL00128,07:05:00,07:05:30,MGB,21
KRL00128,07:07:00,07:07:30,JAY,22
KRL00128,07:09:00,07:09:30,JKT,23
KRL00129,06:30:00,06:30:30,BGR,1
KRL00129,06:32:30,06:33:00,CLB,2
KRL00129,06:34:30,06:35:00,BJG,3
KRL00129,06:36:30,06:37:00,CTY,4
KRL00129,06:38:30,06:39:00,DPK,5
KRL00129,06:40:30,06:41:00,DPB,6
KRL00129,06:42:30,06:43:00,PCN,7
KRL00129,06:45:00,06:45:30,UI,8
KRL00129,06:47:30,06:48:00,UPM,9
KRL00129,06:49:30,06:50:00,LTA,10
KRL00129,06:51:30,06:52:00,TJB,11
KRL00129,06:53:30,06:54:00,PSMB,12
KRL00129,06:55:30,06:56:00,PSM,13
KRL00129,06:59:00,06:59:30,CAW,14
KRL00129,07:01:30,07:02:00,TBT,15
KRL00129,07:03:30,07:04:00,MRI,16
KRL00129,07:06:00,07:06:30,CKN,17
KRL00129,07:08:30,07:09:00,GDG,18
KRL00129,07:11:00,07:11:30,JUD,19
KRL00129,07:13:00,07:13:30,SWB,20
KRL00129,07:15:00,07:15:30,MGB,21
KRL00129,07:17:00,07:17:30,JAY,22
KRL00129,07:19:00,07:19:30,JKT,23
KRL00130,06:40:00,06:40:30,BGR,1
KRL00130,06:42:30,06:43:00,CLB,2
KRL00130,06:44:30,06:45:00,BJG,3
KRL00130,06:46:30,06:47:00,CTY,4
KRL00130,06:48:30,06:49:00,DPK,5
KRL00130,06:50:30,06:51:00,DPB,6
KRL00130,06:52:30,06:53:00,PCN,7
KRL00130,06:55:00,06:55:30,UI,8
KRL00130,06:57:30,06:58:00,UPM,9
KRL00130,06:59:30,07:00:00,LTA,10
KRL00130,07:01:30,07:02:00,TJB,11
KRL00130,07:03:30,07:04:00,PSMB,12
KRL00130,07:05:30,07:06:00,PSM,13
KRL00130,07:09:00,07:09:30,CAW,14
KRL00130,07:11:30,07:12:00,TBT,15
KRL00130,07:13:30,07:14:00,MRI,16
KRL00130,07:16:00,07:16:30,CKN,17
KRL00130,07:18:30,07:19:00,GDG,18
KRL00130,07:21:00,07:21:30,JUD,19
KRL00130,07:23:00,07:23:30,SWB,20
KRL00130,07:25:00,07:25:30,MGB,21
KRL00130,07:27:00,07:27:30,JAY,22
KRL00130,07:29:00,07:29:30,JKT,23
KRL00131,06:50:00,06:50:30,BGR,1
KRL00131,06:52:30,06:53:00,CLB,2
KRL00131,06:54:30,06:55:00,BJG,3
KRL00131,06:56:30,06:57:00,CTY,4
KRL00131,06:58:30,06:59:00,DPK,5
KRL00131,07:00:30,07:01:00,DPB,6
KRL00131,07:02:30,07:03:00,PCN,7
KRL00131,07:05:00,07:05:30,UI,8
KRL00131,07:07:30,07:08:00,UPM,9
KRL00131,07:09:30,07:10:00,LTA,10
KRL00131,07:11:30,07:12:00,TJB,11
KRL00131,07:13:30,07:14:00,PSMB,12
KRL00131,07:15:30,07:16:00,PSM,13
KRL00131,07:19:00,07:19:30,CAW,14
KRL00131,07:21:30,07:22:00,TBT,15
KRL00131,07:23:30,07:24:00,MRI,16
KRL00131,07:26:00,07:26:30,CKN,17
KRL00131,07:28:30,07:29:00,GDG,18
KRL00131,07:31:00,07:31:30,JUD,19
KRL00131,07:33:00,07:33:30,SWB,20
KRL00131,07:35:00,07:35:30,MGB,21
KRL00131,07:37:00,07:37:30,JAY,22
KRL00131,07:39:00,07:39:30,JKT,23
KRL00132,07:00:00,07:00:30,BGR,1
KRL00132,07:02:30,07:03:00,CLB,2
KRL00132,07:04:30,07:05:00,BJG,3
KRL00132,07:06:30,07:07:00,CTY,4
KRL00132,07:08:30,07:09:00,DPK,5
KRL00132,07:10:30,07:11:00,DPB,6
KRL00132,07:12:30,07:13:00,PCN,7
KRL00132,07:15:00,07:15:30,UI,8
KRL00132,07:17:30,07:18:00,UPM,9
KRL00132,07:19:30,07:20:00,LTA,10
KRL00132,07:21:30,07:22:00,TJB,11
KRL00132,07:23:30,07:24:00,PSMB,12
KRL00132,07:25:30,07:26:00,PSM,13
KRL00132,07:29:00,07:29:30,CAW,14
KRL00132,07:31:30,07:32:00,TBT,15
KRL00132,07:33:30,07:34:00,MRI,16
KRL00132,07:36:00,07:36:30,CKN,17
KRL00132,07:38:30,07:39:00,GDG,18
KRL00132,07:41:00,07:41:30,JUD,19
KRL00132,07:43:00,07:43:30,SWB,20
KRL00132,07:45:00,07:45:30,MGB,21
KRL00132,07:47:00,07:47:30,JAY,22
KRL00132,07:49:00,07:49:30,JKT,23
KRL00133,07:10:00,07:10:30,BGR,1
KRL00133,07:12:30,07:13:00,CLB,2
KRL00133,07:14:30,07:15:00,BJG,3
KRL00133,07:16:30,07:17:00,CTY,4
KRL00133,07:18:30,07:19:00,DPK,5
KRL00133,07:20:30,07:21:00,DPB,6
KRL00133,07:22:30,07:23:00,PCN,7
KRL00133,07:25:00,07:25:30,UI,8
KRL00133,07:27:30,07:28:00,UPM,9
KRL00133,07:29:30,07:30:00,LTA,10
KRL00133,07:31:30,07:32:00,TJB,11
KRL00133,07:33:30,07:34:00,PSMB,12
KRL00133,07:35:30,07:36:00,PSM,13
KRL00133,07:39:00,07:39:30,CAW,14
KRL00133,07:41:30,07:42:00,TBT,15
KRL00133,07:43:30,07:44:00,MRI,16
KRL00133,07:46:00,07:46:30,CKN,17
KRL00133,07:48:30,07:49:00,GDG,18
KRL00133,07:51:00,07:51:30,JUD,19
KRL00133,07:53:00,07:53:30,SWB,20
KRL00133,07:55:00,07:55:30,MGB,21
KRL00133,07:57:00,07:57:30,JAY,22
KRL00133,07:59:00,07:59:30,JKT,23
KRL00134,07:20:00,07:20:30,BGR,1
KRL00134,07:22:30,07:23:00,CLB,2
KRL00134,07:24:30,07:25:00,BJG,3
KRL00134,07:26:30,07:27:00,CTY,4
KRL00134,07:28:30,07:29:00,DPK,5
KRL00134,07:30:30,07:31:00,DPB,6
KRL00134,07:32:30,07:33:00,PCN,7
KRL00134,07:35:00,07:35:30,UI,8
KRL00134,07:37:30,07:38:00,UPM,9
KRL00134,07:39:30,07:40:00,LTA,10
KRL00134,07:41:30,07:42:00,TJB,11
KRL00134,07:43:30,07:44:00,PSMB,12
KRL00134,07:45:30,07:46:00,PSM,13
KRL00134,07:49:00,07:49:30,CAW,14
KRL00134,07:51:30,07:52:00,TBT,15
KRL00134,07:53:30,07:54:00,MRI,16
KRL00134,07:56:00,07:56:30,CKN,17
KRL00134,07:58:30,07:59:00,GDG,18
KRL00134,08:01:00,08:01:30,JUD,19
KRL00134,08:03:00,08:03:30,SWB,20
KRL00134,08:05:00,08:05:30,MGB,21
KRL00134,08:07:00,08:07:30,JAY,22
KRL00134,08:09:00,08:09:30,JKT,23
KRL00135,07:30:00,07:30:30,BGR,1
KRL00135,07:32:30,07:33:00,CLB,2
KRL00135,07:34:30,07:35:00,BJG,3
KRL00135,07:36:30,07:37:00,CTY,4
KRL00135,07:38:30,07:39:00,DPK,5
KRL00135,07:40:30,07:41:00,DPB,6
KRL00135,07:42:30,07:43:00,PCN,7
KRL00135,07:45:00,07:45:30,UI,8
KRL00135,07:47:30,07:48:00,UPM,9
KRL00135,07:49:30,07:50:00,LTA,10
KRL00135,07:51:30,07:52:00,TJB,11
KRL00135,07:53:30,07:54:00,PSMB,12
KRL00135,07:55:30,07:56:00,PSM,13
KRL00135,07:59:00,07:59:30,CAW,14
KRL00135,08:01:30,08:02:00,TBT,15
KRL00135,08:03:30,08:04:00,MRI,16
KRL00135,08:06:00,08:06:30,CKN,17
KRL00135,08:08:30,08:09:00,GDG,18
KRL00135,08:11:00,08:11:30,JUD,19
KRL00135,08:13:00,08:13:30,SWB,20
KRL00135,08:15:00,08:15:30,MGB,21
KRL00135,08:17:00,08:17:30,JAY,22
KRL00135,08:19:00,08:19:30,JKT,23
KRL00136,07:40:00,07:40:30,BGR,1
KRL00136,07:42:30,07:43:00,CLB,2
KRL00136,07:44:30,07:45:00,BJG,3
KRL00136,07:46:30,07:47:00,CTY,4
KRL00136,07:48:30,07:49:00,DPK,5
KRL00136,07:50:30,07:51:00,DPB,6
KRL00136,07:52:30,07:53:00,PCN,7
KRL00136,07:55:00,07:55:30,UI,8
KRL00136,07:57:30,07:58:00,UPM,9
KRL00136,07:59:30,08:00:00,LTA,10
KRL00136,08:01:30,08:02:00,TJB,11
KRL00136,08:03:30,08:04:00,PSMB,12
KRL00136,08:05:30,08:06:00,PSM,13
KRL00136,08:09:00,08:09:30,CAW,14
KRL00136,08:11:30,08:12:00,TBT,15
KRL00136,08:13:30,08:14:00,MRI,16
KRL00136,08:16:00,08:16:30,CKN,17
KRL00136,08:18:30,08:19:00,GDG,18
KRL00136,08:21:00,08:21:30,JUD,19
KRL00136,08:23:00,08:23:30,SWB,20
KRL00136,08:25:00,08:25:30,MGB,21
KRL00136,08:27:00,08:27:30,JAY,22
KRL00136,08:29:00,08:29:30,JKT,23
KRL00137,07:50:00,07:50:30,BGR,1
KRL00137,07:52:30,07:53:00,CLB,2
KRL00137,07:54:30,07:55:00,BJG,3
KRL00137,07:56:30,07:57:00,CTY,4
KRL00137,07:58:30,07:59:00,DPK,5
KRL00137,08:00:30,08:01:00,DPB,6
KRL00137,08:02:30,08:03:00,PCN,7
KRL00137,08:05:00,08:05:30,UI,8
KRL00137,08:07:30,08:08:00,UPM,9
KRL00137,08:09:30,08:10:00,LTA,10
KRL00137,08:11:30,08:12:00,TJB,11
KRL00137,08:13:30,08:14:00,PSMB,12
KRL00137,08:15:30,08:16:00,PSM,13
KRL00137,08:19:00,08:19:30,CAW,14
KRL00137,08:21:30,08:22:00,TBT,15
KRL00137,08:23:30,08:24:00,MRI,16
KRL00137,08:26:00,08:26:30,CKN,17
KRL00137,08:28:30,08:29:00,GDG,18
KRL00137,08:31:00,08:31:30,JUD,19
KRL00137,08:33:00,08:33:30,SWB,20
KRL00137,08:35:00,08:35:30,MGB,21
KRL00137,08:37:00,08:37:30,JAY,22
KRL00137,08:39:00,08:39:30,JKT,23
KRL00138,08:00:00,08:00:30,BGR,1
KRL00138,08:02:30,08:03:00,CLB,2
KRL00138,08:04:30,08:05:00,BJG,3
KRL00138,08:06:30,08:07:00,CTY,4
KRL00138,08:08:30,08:09:00,DPK,5
KRL00138,08:10:30,08:11:00,DPB,6
KRL00138,08:12:30,08:13:00,PCN,7
KRL00138,08:15:00,08:15:30,UI,8
KRL00138,08:17:30,08:18:00,UPM,9
KRL00138,08:19:30,08:20:00,LTA,10
KRL00138,08:21:30,08:22:00,TJB,11
KRL00138,08:23:30,08:24:00,PSMB,12
KRL00138,08:25:30,08:26:00,PSM,13
KRL00138,08:29:00,08:29:30,CAW,14
KRL00138,08:31:30,08:32:00,TBT,15
KRL00138,08:33:30,08:34:00,MRI,16
KRL00138,08:36:00,08:36:30,CKN,17
KRL00138,08:38:30,08:39:00,GDG,18
KRL00138,08:41:00,08:41:30,JUD,19
KRL00138,08:43:00,08:43:30,SWB,20
KRL00138,08:45:00,08:45:30,MGB,21
KRL00138,08:47:00,08:47:30,JAY,22
KRL00138,08:49:00,08:49:30,JKT,23
KRL00139,08:10:00,08:10:30,BGR,1
KRL00139,08:12:30,08:13:00,CLB,2
KRL00139,08:14:30,08:15:00,BJG,3
KRL00139,08:16:30,08:17:00,CTY,4
KRL00139,08:18:30,08:19:00,DPK,5
KRL00139,08:20:30,08:21:00,DPB,6
KRL00139,08:22:30,08:23:00,PCN,7
KRL00139,08:25:00,08:25:30,UI,8
KRL00139,08:27:30,08:28:00,UPM,9
KRL00139,08:29:30,08:30:00,LTA,10
KRL00139,08:31:30,08:32:00,TJB,11
KRL00139,08:33:30,08:34:00,PSMB,12
KRL00139,08:35:30,08:36:00,PSM,13
KRL00139,08:39:00,08:39:30,CAW,14
KRL00139,08:41:30,08:42:00,TBT,15
KRL00139,08:43:30,08:44:00,MRI,16
KRL00139,08:46:00,08:46:30,CKN,17
KRL00139,08:48:30,08:49:00,GDG,18
KRL00139,08:51:00,08:51:30,JUD,19
KRL00139,08:53:00,08:53:30,SWB,20
KRL00139,08:55:00,08:55:30,MGB,21
KRL00139,08:57:00,08:57:30,JAY,22
KRL00139,08:59:00,08:59:30,JKT,23
KRL00140,08:20:00,08:20:30,BGR,1
KRL00140,08:22:30,08:23:00,CLB,2
KRL00140,08:24:30,08:25:00,BJG,3
KRL00140,08:26:30,08:27:00,CTY,4
KRL00140,08:28:30,08:29:00,DPK,5
KRL00140,08:30:30,08:31:00,DPB,6
KRL00140,08:32:30,08:33:00,PCN,7
KRL00140,08:35:00,08:35:30,UI,8
KRL00140,08:37:30,08:38:00,UPM,9
KRL00140,08:39:30,08:40:00,LTA,10
KRL00140,08:41:30,08:42:00,TJB,11
KRL00140,08:43:30,08:44:00,PSMB,12
KRL00140,08:45:30,08:46:00,PSM,13
KRL00140,08:49:00,08:49:30,CAW,14
KRL00140,08:51:30,08:52:00,TBT,15
KRL00140,08:53:30,08:54:00,MRI,16
KRL00140,08:56:00,08:56:30,CKN,17
KRL00140,08:58:30,08:59:00,GDG,18
KRL00140,09:01:00,09:01:30,JUD,19
KRL00140,09:03:00,09:03:30,SWB,20
KRL00140,09:05:00,09:05:30,MGB,21
KRL00140,09:07:00,09:07:30,JAY,22
KRL00140,09:09:00,09:09:30,JKT,23
KRL00141,08:30:00,08:30:30,BGR,1
KRL00141,08:32:30,08:33:00,CLB,2
KRL00141,08:34:30,08:35:00,BJG,3
KRL00141,08:36:30,08:37:00,CTY,4
KRL00141,08:38:30,08:39:00,DPK,5
KRL00141,08:40:30,08:41:00,DPB,6
KRL00141,08:42:30,08:43:00,PCN,7
KRL00141,08:45:00,08:45:30,UI,8
KRL00141,08:47:30,08:48:00,UPM,9
KRL00141,08:49:30,08:50:00,LTA,10
KRL00141,08:51:30,08:52:00,TJB,11
KRL00141,08:53:30,08:54:00,PSMB,12
KRL00141,08:55:30,08:56:00,PSM,13
KRL00141,08:59:00,08:59:30,CAW,14
KRL00141,09:01:30,09:02:00,TBT,15
KRL00141,09:03:30,09:04:00,MRI,16
KRL00141,09:06:00,09:06:30,CKN,17
KRL00141,09:08:30,09:09:00,GDG,18
KRL00141,09:11:00,09:11:30,JUD,19
KRL00141,09:13:00,09:13:30,SWB,20
KRL00141,09:15:00,09:15:30,MGB,21
KRL00141,09:17:00,09:17:30,JAY,22
KRL00141,09:19:00,09:19:30,JKT,23
KRL00142,08:40:00,08:40:30,BGR,1
KRL00142,08:42:30,08:43:00,CLB,2
KRL00142,08:44:30,08:45:00,BJG,3
KRL00142,08:46:30,08:47:00,CTY,4
KRL00142,08:48:30,08:49:00,DPK,5
KRL00142,08:50:30,08:51:00,DPB,6
KRL00142,08:52:30,08:53:00,PCN,7
KRL00142,08:55:00,08:55:30,UI,8
KRL00142,08:57:30,08:58:00,UPM,9
KRL00142,08:59:30,09:00:00,LTA,10
KRL00142,09:01:30,09:02:00,TJB,11
KRL00142,09:03:30,09:04:00,PSMB,12
KRL00142,09:05:30,09:06:00,PSM,13
KRL00142,09:09:00,09:09:30,CAW,14
KRL00142,09:11:30,09:12:00,TBT,15
