trip_id,arrival_time,departure_time,stop_id,stop_sequence
T0052,13:32:30,13:33:00,M02,2
T0052,13:34:30,13:35:00,M03,3
T0052,13:36:30,13:37:00,M04,4
T0052,13:38:30,13:39:00,M05,5
T0052,13:40:30,13:41:00,M06,6
T0052,13:42:30,13:43:00,M07,7
T0052,13:45:00,13:45:30,M08,8
T0052,13:47:00,13:47:30,M09,9
T0052,13:50:00,13:50:30,M10,10
T0052,13:52:00,13:52:30,M11,11
T0052,13:54:00,13:54:30,M12,12
T0052,13:56:00,13:56:30,M13,13
T0053,13:40:00,13:40:30,M01,1
T0053,13:42:30,13:43:00,M02,2
T0053,13:44:30,13:45:00,M03,3
T0053,13:46:30,13:47:00,M04,4
T0053,13:48:30,13:49:00,M05,5
T0053,13:50:30,13:51:00,M06,6
T0053,13:52:30,13:53:00,M07,7
T0053,13:55:00,13:55:30,M08,8
T0053,13:57:00,13:57:30,M09,9
T0053,14:00:00,14:00:30,M10,10
T0053,14:02:00,14:02:30,M11,11
T0053,14:04:00,14:04:30,M12,12
T0053,14:06:00,14:06:30,M13,13
T0054,13:50:00,13:50:30,M01,1
T0054,13:52:30,13:53:00,M02,2
T0054,13:54:30,13:55:00,M03,3
T0054,13:56:30,13:57:00,M04,4
T0054,13:58:30,13:59:00,M05,5
T0054,14:00:30,14:01:00,M06,6
T0054,14:02:30,14:03:00,M07,7
T0054,14:05:00,14:05:30,M08,8
T0054,14:07:00,14:07:30,M09,9
T0054,14:10:00,14:10:30,M10,10
T0054,14:12:00,14:12:30,M11,11
T0054,14:14:00,14:14:30,M12,12
T0054,14:16:00,14:16:30,M13,13
T0055,14:00:00,14:00:30,M01,1
T0055,14:02:30,14:03:00,M02,2
T0055,14:04:30,14:05:00,M03,3
T0055,14:06:30,14:07:00,M04,4
T0055,14:08:30,14:09:00,M05,5
T0055,14:10:30,14:11:00,M06,6
T0055,14:12:30,14:13:00,M07,7
T0055,14:15:00,14:15:30,M08,8
T0055,14:17:00,14:17:30,M09,9
T0055,14:20:00,14:20:30,M10,10
T0055,14:22:00,14:22:30,M11,11
T0055,14:24:00,14:24:30,M12,12
T0055,14:26:00,14:26:30,M13,13
T0056,14:10:00,14:10:30,M01,1
T0056,14:12:30,14:13:00,M02,2
T0056,14:14:30,14:15:00,M03,3
T0056,14:16:30,14:17:00,M04,4
T0056,14:18:30,14:19:00,M05,5
T0056,14:20:30,14:21:00,M06,6
T0056,14:22:30,14:23:00,M07,7
T0056,14:25:00,14:25:30,M08,8
T0056,14:27:00,14:27:30,M09,9
T0056,14:30:00,14:30:30,M10,10
T0056,14:32:00,14:32:30,M11,11
T0056,14:34:00,14:34:30,M12,12
T0056,14:36:00,14:36:30,M13,13
T0057,14:20:00,14:20:30,M01,1
T0057,14:22:30,14:23:00,M02,2
T0057,14:24:30,14:25:00,M03,3
T0057,14:26:30,14:27:00,M04,4
T0057,14:28:30,14:29:00,M05,5
T0057,14:30:30,14:31:00,M06,6
T0057,14:32:30,14:33:00,M07,7
T0057,14:35:00,14:35:30,M08,8
T0057,14:37:00,14:37:30,M09,9
T0057,14:40:00,14:40:30,M10,10
T0057,14:42:00,14:42:30,M11,11
T0057,14:44:00,14:44:30,M12,12
T0057,14:46:00,14:46:30,M13,13
T0058,14:30:00,14:30:30,M01,1
T0058,14:32:30,14:33:00,M02,2
T0058,14:34:30,14:35:00,M03,3
T0058,14:36:30,14:37:00,M04,4
T0058,14:38:30,14:39:00,M05,5
T0058,14:40:30,14:41:00,M06,6
T0058,14:42:30,14:43:00,M07,7
T0058,14:45:00,14:45:30,M08,8
T0058,14:47:00,14:47:30,M09,9
T0058,14:50:00,14:50:30,M10,10
T0058,14:52:00,14:52:30,M11,11
T0058,14:54:00,14:54:30,M12,12
T0058,14:56:00,14:56:30,M13,13
T0059,14:40:00,14:40:30,M01,1
T0059,14:42:30,14:43:00,M02,2
T0059,14:44:30,14:45:00,M03,3
T0059,14:46:30,14:47:00,M04,4
T0059,14:48:30,14:49:00,M05,5
T0059,14:50:30,14:51:00,M06,6
T0059,14:52:30,14:53:00,M07,7
T0059,14:55:00,14:55:30,M08,8
T0059,14:57:00,14:57:30,M09,9
T0059,15:00:00,15:00:30,M10,10
T0059,15:02:00,15:02:30,M11,11
T0059,15:04:00,15:04:30,M12,12
T0059,15:06:00,15:06:30,M13,13
T0060,14:50:00,14:50:30,M01,1
T0060,14:52:30,14:53:00,M02,2
T0060,14:54:30,14:55:00,M03,3
T0060,14:56:30,14:57:00,M04,4
T0060,14:58:30,14:59:00,M05,5
T0060,15:00:30,15:01:00,M06,6
T0060,15:02:30,15:03:00,M07,7
T0060,15:05:00,15:05:30,M08,8
T0060,15:07:00,15:07:30,M09,9
T0060,15:10:00,15:10:30,M10,10
T0060,15:12:00,15:12:30,M11,11
T0060,15:14:00,15:14:30,M12,12
T0060,15:16:00,15:16:30,M13,13
T0061,15:00:00,15:00:30,M01,1
T0061,15:02:30,15:03:00,M02,2
T0061,15:04:30,15:05:00,M03,3
T0061,15:06:30,15:07:00,M04,4
T0061,15:08:30,15:09:00,M05,5
T0061,15:10:30,15:11:00,M06,6
T0061,15:12:30,15:13:00,M07,7
T0061,15:15:00,15:15:30,M08,8
T0061,15:17:00,15:17:30,M09,9
T0061,15:20:00,15:20:30,M10,10
T0061,15:22:00,15:22:30,M11,11
T0061,15:24:00,15:24:30,M12,12
T0061,15:26:00,15:26:30,M13,13
T0062,15:10:00,15:10:30,M01,1
T0062,15:12:30,15:13:00,M02,2
T0062,15:14:30,15:15:00,M03,3
T0062,15:16:30,15:17:00,M04,4
T0062,15:18:30,15:19:00,M05,5
T0062,15:20:30,15:21:00,M06,6
T0062,15:22:30,15:23:00,M07,7
T0062,15:25:00,15:25:30,M08,8
T0062,15:27:00,15:27:30,M09,9
T0062,15:30:00,15:30:30,M10,10
T0062,15:32:00,15:32:30,M11,11
T0062,15:34:00,15:34:30,M12,12
T0062,15:36:00,15:36:30,M13,13
T0063,15:20:00,15:20:30,M01,1
T0063,15:22:30,15:23:00,M02,2
T0063,15:24:30,15:25:00,M03,3
T0063,15:26:30,15:27:00,M04,4
T0063,15:28:30,15:29:00,M05,5
T0063,15:30:30,15:31:00,M06,6
T0063,15:32:30,15:33:00,M07,7
T0063,15:35:00,15:35:30,M08,8
T0063,15:37:00,15:37:30,M09,9
T0063,15:40:00,15:40:30,M10,10
T0063,15:42:00,15:42:30,M11,11
T0063,15:44:00,15:44:30,M12,12
T0063,15:46:00,15:46:30,M13,13
T0064,15:30:00,15:30:30,M01,1
T0064,15:32:30,15:33:00,M02,2
T0064,15:34:30,15:35:00,M03,3
T0064,15:36:30,15:37:00,M04,4
T0064,15:38:30,15:39:00,M05,5
T0064,15:40:30,15:41:00,M06,6
T0064,15:42:30,15:43:00,M07,7
T0064,15:45:00,15:45:30,M08,8
T0064,15:47:00,15:47:30,M09,9
T0064,15:50:00,15:50:30,M10,10
T0064,15:52:00,15:52:30,M11,11
T0064,15:54:00,15:54:30,M12,12
T0064,15:56:00,15:56:30,M13,13
T0065,15:40:00,15:40:30,M01,1
T0065,15:42:30,15:43:00,M02,2
T0065,15:44:30,15:45:00,M03,3
T0065,15:46:30,15:47:00,M04,4
T0065,15:48:30,15:49:00,M05,5
T0065,15:50:30,15:51:00,M06,6
T0065,15:52:30,15:53:00,M07,7
T0065,15:55:00,15:55:30,M08,8
T0065,15:57:00,15:57:30,M09,9
T0065,16:00:00,16:00:30,M10,10
T0065,16:02:00,16:02:30,M11,11
T0065,16:04:00,16:04:30,M12,12
T0065,16:06:00,16:06:30,M13,13
T0066,15:50:00,15:50:30,M01,1
T0066,15:52:30,15:53:00,M02,2
T0066,15:54:30,15:55:00,M03,3
T0066,15:56:30,15:57:00,M04,4
T0066,15:58:30,15:59:00,M05,5
T0066,16:00:30,16:01:00,M06,6
T0066,16:02:30,16:03:00,M07,7
T0066,16:05:00,16:05:30,M08,8
T0066,16:07:00,16:07:30,M09,9
T0066,16:10:00,16:10:30,M10,10
T0066,16:12:00,16:12:30,M11,11
T0066,16:14:00,16:14:30,M12,12
T0066,16:16:00,16:16:30,M13,13
T0067,16:00:00,16:00:30,M01,1
T0067,16:02:30,16:03:00,M02,2
T0067,16:04:30,16:05:00,M03,3
T0067,16:06:30,16:07:00,M04,4
T0067,16:08:30,16:09:00,M05,5
T0067,16:10:30,16:11:00,M06,6
T0067,16:12:30,16:13:00,M07,7
T0067,16:15:00,16:15:30,M08,8
T0067,16:17:00,16:17:30,M09,9
T0067,16:20:00,16:20:30,M10,10
T0067,16:22:00,16:22:30,M11,11
T0067,16:24:00,16:24:30,M12,12
T0067,16:26:00,16:26:30,M13,13
T0068,16:10:00,16:10:30,M01,1
T0068,16:12:30,16:13:00,M02,2
T0068,16:14:30,16:15:00,M03,3
T0068,16:16:30,16:17:00,M04,4
T0068,16:18:30,16:19:00,M05,5
T0068,16:20:30,16:21:00,M06,6
T0068,16:22:30,16:23:00,M07,7
T0068,16:25:00,16:25:30,M08,8
T0068,16:27:00,16:27:30,M09,9
T0068,16:30:00,16:30:30,M10,10
T0068,16:32:00,16:32:30,M11,11
T0068,16:34:00,16:34:30,M12,12
T0068,16:36:00,16:36:30,M13,13
T0069,16:20:00,16:20:30,M01,1
T0069,16:22:30,16:23:00,M02,2
T0069,16:24:30,16:25:00,M03,3
T0069,16:26:30,16:27:00,M04,4
T0069,16:28:30,16:29:00,M05,5
T0069,16:30:30,16:31:00,M06,6
T0069,16:32:30,16:33:00,M07,7
T0069,16:35:00,16:35:30,M08,8
T0069,16:37:00,16:37:30,M09,9
T0069,16:40:00,16:40:30,M10,10
T0069,16:42:00,16:42:30,M11,11
T0069,16:44:00,16:44:30,M12,12
T0069,16:46:00,16:46:30,M13,13
T0070,16:30:00,16:30:30,M01,1
T0070,16:32:30,16:33:00,M02,2
T0070,16:34:30,16:35:00,M03,3
T0070,16:36:30,16:37:00,M04,4
T0070,16:38:30,16:39:00,M05,5
T0070,16:40:30,16:41:00,M06,6
T0070,16:42:30,16:43:00,M07,7
T0070,16:45:00,16:45:30,M08,8
T0070,16:47:00,16:47:30,M09,9
T0070,16:50:00,16:50:30,M10,10
T0070,16:52:00,16:52:30,M11,11
T0070,16:54:00,16:54:30,M12,12
T0070,16:56:00,16:56:30,M13,13
T0071,16:40:00,16:40:30,M01,1
T0071,16:42:30,16:43:00,M02,2
T0071,16:44:30,16:45:00,M03,3
T0071,16:46:30,16:47:00,M04,4
T0071,16:48:30,16:49:00,M05,5
T0071,16:50:30,16:51:00,M06,6
T0071,16:52:30,16:53:00,M07,7
T0071,16:55:00,16:55:30,M08,8
T0071,16:57:00,16:57:30,M09,9
T0071,17:00:00,17:00:30,M10,10
T0071,17:02:00,17:02:30,M11,11
T0071,17:04:00,17:04:30,M12,12
T0071,17:06:00,17:06:30,M13,13
T0072,16:50:00,16:50:30,M01,1
T0072,16:52:30,16:53:00,M02,2
T0072,16:54:30,16:55:00,M03,3
T0072,16:56:30,16:57:00,M04,4
T0072,16:58:30,16:59:00,M05,5
T0072,17:00:30,17:01:00,M06,6
T0072,17:02:30,17:03:00,M07,7
T0072,17:05:00,17:05:30,M08,8
T0072,17:07:00,17:07:30,M09,9
T0072,17:10:00,17:10:30,M10,10
T0072,17:12:00,17:12:30,M11,11
T0072,17:14:00,17:14:30,M12,12
T0072,17:16:00,17:16:30,M13,13
T0073,17:00:00,17:00:30,M01,1
T0073,17:02:30,17:03:00,M02,2
T0073,17:04:30,17:05:00,M03,3
T0073,17:06:30,17:07:00,M04,4
T0073,17:08:30,17:09:00,M05,5
T0073,17:10:30,17:11:00,M06,6
T0073,17:12:30,17:13:00,M07,7
T0073,17:15:00,17:15:30,M08,8
T0073,17:17:00,17:17:30,M09,9
T0073,17:20:00,17:20:30,M10,10
T0073,17:22:00,17:22:30,M11,11
T0073,17:24:00,17:24:30,M12,12
T0073,17:26:00,17:26:30,M13,13
T0074,17:10:00,17:10:30,M01,1
T0074,17:12:30,17:13:00,M02,2
T0074,17:14:30,17:15:00,M03,3
T0074,17:16:30,17:17:00,M04,4
T0074,17:18:30,17:19:00,M05,5
T0074,17:20:30,17:21:00,M06,6
T0074,17:22:30,17:23:00,M07,7
T0074,17:25:00,17:25:30,M08,8
T0074,17:27:00,17:27:30,M09,9
T0074,17:30:00,17:30:30,M10,10
T0074,17:32:00,17:32:30,M11,11
T0074,17:34:00,17:34:30,M12,12
T0074,17:36:00,17:36:30,M13,13
T0075,17:20:00,17:20:30,M01,1
T0075,17:22:30,17:23:00,M02,2
T0075,17:24:30,17:25:00,M03,3
T0075,17:26:30,17:27:00,M04,4
T0075,17:28:30,17:29:00,M05,5
T0075,17:30:30,17:31:00,M06,6
T0075,17:32:30,17:33:00,M07,7
T0075,17:35:00,17:35:30,M08,8
T0075,17:37:00,17:37:30,M09,9
T0075,17:40:00,17:40:30,M10,10
T0075,17:42:00,17:42:30,M11,11
T0075,17:44:00,17:44:30,M12,12
T0075,17:46:00,17:46:30,M13,13
T0076,17:30:00,17:30:30,M01,1
T0076,17:32:30,17:33:00,M02,2
T0076,17:34:30,17:35:00,M03,3
T0076,17:36:30,17:37:00,M04,4
T0076,17:38:30,17:39:00,M05,5
T0076,17:40:30,17:41:00,M06,6
T0076,17:42:30,17:43:00,M07,7
T0076,17:45:00,17:45:30,M08,8
T0076,17:47:00,17:47:30,M09,9
T0076,17:50:00,17:50:30,M10,10
T0076,17:52:00,17:52:30,M11,11
T0076,17:54:00,17:54:30,M12,12
T0076,17:56:00,17:56:30,M13,13
T0077,17:40:00,17:40:30,M01,1
T0077,17:42:30,17:43:00,M02,2
T0077,17:44:30,17:45:00,M03,3
T0077,17:46:30,17:47:00,M04,4
T0077,17:48:30,17:49:00,M05,5
T0077,17:50:30,17:51:00,M06,6
T0077,17:52:30,17:53:00,M07,7
T0077,17:55:00,17:55:30,M08,8
T0077,17:57:00,17:57:30,M09,9
T0077,18:00:00,18:00:30,M10,10
T0077,18:02:00,18:02:30,M11,11
T0077,18:04:00,18:04:30,M12,12
T0077,18:06:00,18:06:30,M13,13
T0078,17:50:00,17:50:30,M01,1
T0078,17:52:30,17:53:00,M02,2
T0078,17:54:30,17:55:00,M03,3
T0078,17:56:30,17:57:00,M04,4
T0078,17:58:30,17:59:00,M05,5
T0078,18:00:30,18:01:00,M06,6
T0078,18:02:30,18:03:00,M07,7
T0078,18:05:00,18:05:30,M08,8
T0078,18:07:00,18:07:30,M09,9
T0078,18:10:00,18:10:30,M10,10
T0078,18:12:00,18:12:30,M11,11
T0078,18:14:00,18:14:30,M12,12
T0078,18:16:00,18:16:30,M13,13
T0079,18:00:00,18:00:30,M01,1
T0079,18:02:30,18:03:00,M02,2
T0079,18:04:30,18:05:00,M03,3
T0079,18:06:30,18:07:00,M04,4
T0079,18:08:30,18:09:00,M05,5
T0079,18:10:30,18:11:00,M06,6
T0079,18:12:30,18:13:00,M07,7
T0079,18:15:00,18:15:30,M08,8
T0079,18:17:00,18:17:30,M09,9
T0079,18:20:00,18:20:30,M10,10
T0079,18:22:00,18:22:30,M11,11
T0079,18:24:00,18:24:30,M12,12
T0079,18:26:00,18:26:30,M13,13
T0080,18:10:00,18:10:30,M01,1
T0080,18:12:30,18:13:00,M02,2
T0080,18:14:30,18:15:00,M03,3
T0080,18:16:30,18:17:00,M04,4
T0080,18:18:30,18:19:00,M05,5
T0080,18:20:30,18:21:00,M06,6
T0080,18:22:30,18:23:00,M07,7
T0080,18:25:00,18:25:30,M08,8
T0080,18:27:00,18:27:30,M09,9
T0080,18:30:00,18:30:30,M10,10
T0080,18:32:00,18:32:30,M11,11
T0080,18:34:00,18:34:30,M12,12
T0080,18:36:00,18:36:30,M13,13
T0081,18:20:00,18:20:30,M01,1
T0081,18:22:30,18:23:00,M02,2
T0081,18:24:30,18:25:00,M03,3
T0081,18:26:30,18:27:00,M04,4
T0081,18:28:30,18:29:00,M05,5
T0081,18:30:30,18:31:00,M06,6
T0081,18:32:30,18:33:00,M07,7
T0081,18:35:00,18:35:30,M08,8
T0081,18:37:00,18:37:30,M09,9
T0081,18:40:00,18:40:30,M10,10
T0081,18:42:00,18:42:30,M11,11
T0081,18:44:00,18:44:30,M12,12
T0081,18:46:00,18:46:30,M13,13
T0082,18:30:00,18:30:30,M01,1
T0082,18:32:30,18:33:00,M02,2
T0082,18:34:30,18:35:00,M03,3
T0082,18:36:30,18:37:00,M04,4
T0082,18:38:30,18:39:00,M05,5
T0082,18:40:30,18:41:00,M06,6
T0082,18:42:30,18:43:00,M07,7
T0082,18:45:00,18:45:30,M08,8
T0082,18:47:00,18:47:30,M09,9
T0082,18:50:00,18:50:30,M10,10
T0082,18:52:00,18:52:30,M11,11
T0082,18:54:00,18:54:30,M12,12
T0082,18:56:00,18:56:30,M13,13
T0083,18:40:00,18:40:30,M01,1
T0083,18:42:30,18:43:00,M02,2
T0083,18:44:30,18:45:00,M03,3
T0083,18:46:30,18:47:00,M04,4
T0083,18:48:30,18:49:00,M05,5
T0083,18:50:30,18:51:00,M06,6
T0083,18:52:30,18:53:00,M07,7
T0083,18:55:00,18:55:30,M08,8
T0083,18:57:00,18:57:30,M09,9
T0083,19:00:00,19:00:30,M10,10
T0083,19:02:00,19:02:30,M11,11
T0083,19:04:00,19:04:30,M12,12
T0083,19:06:00,19:06:30,M13,13
T0084,18:50:00,18:50:30,M01,1
T0084,18:52:30,18:53:00,M02,2
T0084,18:54:30,18:55:00,M03,3
T0084,18:56:30,18:57:00,M04,4
T0084,18:58:30,18:59:00,M05,5
T0084,19:00:30,19:01:00,M06,6
T0084,19:02:30,19:03:00,M07,7
T0084,19:05:00,19:05:30,M08,8
T0084,19:07:00,19:07:30,M09,9
T0084,19:10:00,19:10:30,M10,10
T0084,19:12:00,19:12:30,M11,11
T0084,19:14:00,19:14:30,M12,12
T0084,19:16:00,19:16:30,M13,13
T0085,19:00:00,19:00:30,M01,1
T0085,19:02:30,19:03:00,M02,2
T0085,19:04:30,19:05:00,M03,3
T0085,19:06:30,19:07:00,M04,4
T0085,19:08:30,19:09:00,M05,5
T0085,19:10:30,19:11:00,M06,6
T0085,19:12:30,19:13:00,M07,7
T0085,19:15:00,19:15:30,M08,8
T0085,19:17:00,19:17:30,M09,9
T0085,19:20:00,19:20:30,M10,10
T0085,19:22:00,19:22:30,M11,11
T0085,19:24:00,19:24:30,M12,12
T0085,19:26:00,19:26:30,M13,13
T0086,19:10:00,19:10:30,M01,1
T0086,19:12:30,19:13:00,M02,2
T0086,19:14:30,19:15:00,M03,3
T0086,19:16:30,19:17:00,M04,4
T0086,19:18:30,19:19:00,M05,5
T0086,19:20:30,19:21:00,M06,6
T0086,19:22:30,19:23:00,M07,7
T0086,19:25:00,19:25:30,M08,8
T0086,19:27:00,19:27:30,M09,9
T0086,19:30:00,19:30:30,M10,10
T0086,19:32:00,19:32:30,M11,11
T0086,19:34:00,19:34:30,M12,12
T0086,19:36:00,19:36:30,M13,13
T0087,19:20:00,19:20:30,M01,1
T0087,19:22:30,19:23:00,M02,2
T0087,19:24:30,19:25:00,M03,3
T0087,19:26:30,19:27:00,M04,4
T0087,19:28:30,19:29:00,M05,5
T0087,19:30:30,19:31:00,M06,6
T0087,19:32:30,19:33:00,M07,7
T0087,19:35:00,19:35:30,M08,8
T0087,19:37:00,19:37:30,M09,9
T0087,19:40:00,19:40:30,M10,10
T0087,19:42:00,19:42:30,M11,11
T0087,19:44:00,19:44:30,M12,12
T0087,19:46:00,19:46:30,M13,13
T0088,19:30:00,19:30:30,M01,1
T0088,19:32:30,19:33:00,M02,2
T0088,19:34:30,19:35:00,M03,3
T0088,19:36:30,19:37:00,M04,4
T0088,19:38:30,19:39:00,M05,5
T0088,19:40:30,19:41:00,M06,6
T0088,19:42:30,19:43:00,M07,7
T0088,19:45:00,19:45:30,M08,8
T0088,19:47:00,19:47:30,M09,9
T0088,19:50:00,19:50:30,M10,10
T0088,19:52:00,19:52:30,M11,11
T0088,19:54:00,19:54:30,M12,12
T0088,19:56:00,19:56:30,M13,13
T0089,19:40:00,19:40:30,M01,1
T0089,19:42:30,19:43:00,M02,2
T0089,19:44:30,19:45:00,M03,3
T0089,19:46:30,19:47:00,M04,4
T0089,19:48:30,19:49:00,M05,5
T0089,19:50:30,19:51:00,M06,6
T0089,19:52:30,19:53:00,M07,7
T0089,19:55:00,19:55:30,M08,8
T0089,19:57:00,19:57:30,M09,9
T0089,20:00:00,20:00:30,M10,10
T0089,20:02:00,20:02:30,M11,11
T0089,20:04:00,20:04:30,M12,12
T0089,20:06:00,20:06:30,M13,13
T0090,19:50:00,19:50:30,M01,1
T0090,19:52:30,19:53:00,M02,2
T0090,19:54:30,19:55:00,M03,3
T0090,19:56:30,19:57:00,M04,4
T0090,19:58:30,19:59:00,M05,5
T0090,20:00:30,20:01:00,M06,6
T0090,20:02:30,20:03:00,M07,7
T0090,20:05:00,20:05:30,M08,8
T0090,20:07:00,20:07:30,M09,9
T0090,20:10:00,20:10:30,M10,10
T0090,20:12:00,20:12:30,M11,11
T0090,20:14:00,20:14:30,M12,12
T0090,20:16:00,20:16:30,M13,13
T0091,20:00:00,20:00:30,M01,1
T0091,20:02:30,20:03:00,M02,2
T0091,20:04:30,20:05:00,M03,3
T0091,20:06:30,20:07:00,M04,4
T0091,20:08:30,20:09:00,M05,5
T0091,20:10:30,20:11:00,M06,6
T0091,20:12:30,20:13:00,M07,7
T0091,20:15:00,20:15:30,M08,8
T0091,20:17:00,20:17:30,M09,9
T0091,20:20:00,20:20:30,M10,10
T0091,20:22:00,20:22:30,M11,11
T0091,20:24:00,20:24:30,M12,12
T0091,20:26:00,20:26:30,M13,13
T0092,20:10:00,20:10:30,M01,1
T0092,20:12:30,20:13:00,M02,2
T0092,20:14:30,20:15:00,M03,3
T0092,20:16:30,20:17:00,M04,4
T0092,20:18:30,20:19:00,M05,5
T0092,20:20:30,20:21:00,M06,6
T0092,20:22:30,20:23:00,M07,7
T0092,20:25:00,20:25:30,M08,8
T0092,20:27:00,20:27:30,M09,9
T0092,20:30:00,20:30:30,M10,10
T0092,20:32:00,20:32:30,M11,11
T0092,20:34:00,20:34:30,M12,12
T0092,20:36:00,20:36:30,M13,13
T0093,20:20:00,20:20:30,M01,1
T0093,20:22:30,20:23:00,M02,2
T0093,20:24:30,20:25:00,M03,3
T0093,20:26:30,20:27:00,M04,4
T0093,20:28:30,20:29:00,M05,5
T0093,20:30:30,20:31:00,M06,6
T0093,20:32:30,20:33:00,M07,7
T0093,20:35:00,20:35:30,M08,8
T0093,20:37:00,20:37:30,M09,9
T0093,20:40:00,20:40:30,M10,10
T0093,20:42:00,20:42:30,M11,11
T0093,20:44:00,20:44:30,M12,12
T0093,20:46:00,20:46:30,M13,13
T0094,20:30:00,20:30:30,M01,1
T0094,20:32:30,20:33:00,M02,2
T0094,20:34:30,20:35:00,M03,3
T0094,20:36:30,20:37:00,M04,4
T0094,20:38:30,20:39:00,M05,5
T0094,20:40:30,20:41:00,M06,6
T0094,20:42:30,20:43:00,M07,7
T0094,20:45:00,20:45:30,M08,8
T0094,20:47:00,20:47:30,M09,9
T0094,20:50:00,20:50:30,M10,10
T0094,20:52:00,20:52:30,M11,11
T0094,20:54:00,20:54:30,M12,12
T0094,20:56:00,20:56:30,M13,13
T0095,20:40:00,20:40:30,M01,1
T0095,20:42:30,20:43:00,M02,2
T0095,20:44:30,20:45:00,M03,3
T0095,20:46:30,20:47:00,M04,4
T0095,20:48:30,20:49:00,M05,5
T0095,20:50:30,20:51:00,M06,6
T0095,20:52:30,20:53:00,M07,7
T0095,20:55:00,20:55:30,M08,8
T0095,20:57:00,20:57:30,M09,9
T0095,21:00:00,21:00:30,M10,10
T0095,21:02:00,21:02:30,M11,11
T0095,21:04:00,21:04:30,M12,12
T0095,21:06:00,21:06:30,M13,13
T0096,20:50:00,20:50:30,M01,1
T0096,20:52:30,20:53:00,M02,2
T0096,20:54:30,20:55:00,M03,3
T0096,20:56:30,20:57:00,M04,4
T0096,20:58:30,20:59:00,M05,5
T0096,21:00:30,21:01:00,M06,6
T0096,21:02:30,21:03:00,M07,7
T0096,21:05:00,21:05:30,M08,8
T0096,21:07:00,21:07:30,M09,9
T0096,21:10:00,21:10:30,M10,10
T0096,21:12:00,21:12:30,M11,11
T0096,21:14:00,21:14:30,M12,12
T0096,21:16:00,21:16:30,M13,13
T0097,21:00:00,21:00:30,M01,1
T0097,21:02:30,21:03:00,M02,2
T0097,21:04:30,21:05:00,M03,3
T0097,21:06:30,21:07:00,M04,4
T0097,21:08:30,21:09:00,M05,5
T0097,21:10:30,21:11:00,M06,6
T0097,21:12:30,21:13:00,M07,7
T0097,21:15:00,21:15:30,M08,8
T0097,21:17:00,21:17:30,M09,9
T0097,21:20:00,21:20:30,M10,10
T0097,21:22:00,21:22:30,M11,11
T0097,21:24:00,21:24:30,M12,12
T0097,21:26:00,21:26:30,M13,13
T0098,21:10:00,21:10:30,M01,1
T0098,21:12:30,21:13:00,M02,2
T0098,21:14:30,21:15:00,M03,3
T0098,21:16:30,21:17:00,M04,4
T0098,21:18:30,21:19:00,M05,5
T0098,21:20:30,21:21:00,M06,6
T0098,21:22:30,21:23:00,M07,7
T0098,21:25:00,21:25:30,M08,8
T0098,21:27:00,21:27:30,M09,9
T0098,21:30:00,21:30:30,M10,10
T0098,21:32:00,21:32:30,M11,11
T0098,21:34:00,21:34:30,M12,12
T0098,21:36:00,21:36:30,M13,13
T0099,21:20:00,21:20:30,M01,1
T0099,21:22:30,21:23:00,M02,2
T0099,21:24:30,21:25:00,M03,3
T0099,21:26:30,21:27:00,M04,4
T0099,21:28:30,21:29:00,M05,5
T0099,21:30:30,21:31:00,M06,6
T0099,21:32:30,21:33:00,M07,7
T0099,21:35:00,21:35:30,M08,8
T0099,21:37:00,21:37:30,M09,9
T0099,21:40:00,21:40:30,M10,10
T0099,21:42:00,21:42:30,M11,11
T0099,21:44:00,21:44:30,M12,12
T0099,21:46:00,21:46:30,M13,13
T0100,21:30:00,21:30:30,M01,1
T0100,21:32:30,21:33:00,M02,2
T0100,21:34:30,21:35:00,M03,3
T0100,21:36:30,21:37:00,M04,4
T0100,21:38:30,21:39:00,M05,5
T0100,21:40:30,21:41:00,M06,6
T0100,21:42:30,21:43:00,M07,7
T0100,21:45:00,21:45:30,M08,8
T0100,21:47:00,21:47:30,M09,9
T0100,21:50:00,21:50:30,M10,10
T0100,21:52:00,21:52:30,M11,11
T0100,21:54:00,21:54:30,M12,12
T0100,21:56:00,21:56:30,M13,13
T0101,21:40:00,21:40:30,M01,1
T0101,21:42:30,21:43:00,M02,2
T0101,21:44:30,21:45:00,M03,3
T0101,21:46:30,21:47:00,M04,4
T0101,21:48:30,21:49:00,M05,5
T0101,21:50:30,21:51:00,M06,6
T0101,21:52:30,21:53:00,M07,7
T0101,21:55:00,21:55:30,M08,8
T0101,21:57:00,21:57:30,M09,9
T0101,22:00:00,22:00:30,M10,10
T0101,22:02:00,22:02:30,M11,11
T0101,22:04:00,22:04:30,M12,12
T0101,22:06:00,22:06:30,M13,13
T0102,21:50:00,21:50:30,M01,1
T0102,21:52:30,21:53:00,M02,2
T0102,21:54:30,21:55:00,M03,3
T0102,21:56:30,21:57:00,M04,4
T0102,21:58:30,21:59:00,M05,5
T0102,22:00:30,22:01:00,M06,6
T0102,22:02:30,22:03:00,M07,7
T0102,22:05:00,22:05:30,M08,8
T0102,22:07:00,22:07:30,M09,9
T0102,22:10:00,22:10:30,M10,10
T0102,22:12:00,22:12:30,M11,11
T0102,22:14:00,22:14:30,M12,12
T0102,22:16:00,22:16:30,M13,13
T0103,22:00:00,22:00:30,M01,1
T0103,22:02:30,22:03:00,M02,2
T0103,22:04:30,22:05:00,M03,3
